=== 加载环境变量...
API配置: base_url=None, model_name=Qwen3-30B-A3B-GPTQ-Int4
API_KEY存在: True
=== 创建模型...
=== 模型创建成功
=== 创建agent...
=== Agent创建成功
=== 开始调用agent...
=== 注意: 由于HumanInTheLoopMiddleware，程序可能会等待人类输入...
=== 收到chunk: ('messages', (AIMessageChunk(content='', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='信息', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='，', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='所以', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='可以直接', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='调', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='用', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='工具', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='。', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='确保', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='参数', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='名称', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='正确', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='，', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='比如', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='recipient', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='、', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='subject', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='、', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='body', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='，', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='然后', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='生成', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='JSON', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='对象', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='。', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='没有', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='遗漏', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='必', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='填', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='项', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='，', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='所以', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='应该', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='没问题', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='。\n', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
=== 收到chunk: ('messages', (AIMessageChunk(content='</think>', additional_kwargs={}, response_metadata={'model_provider': 'openai'}, id='lc_run--019d6ffc-4616-7d41-8521-596b89688b6a', tool_calls=[], invalid_tool_calls=[], tool_call_chunks=[]), {'thread_id': '1', 'langgraph_step': 1, 'langgraph_node': 'model', 'langgraph_triggers': ('branch:to:model',), 'langgraph_path': ('__pregel_pull', 'model'), 'langgraph_checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'checkpoint_ns': 'model:c6375dde-d8d7-bd56-2fd7-bb8ba5725fb7', 'ls_provider': 'openai', 'ls_model_name': 'Qwen3-30B-A3B-GPTQ-Int4', 'ls_model_type': 'chat', 'ls_temperature': None}))
